YEAR;MO;DY;HR;WS50M;DATE
2024;7;18;19;7.05;18/07/2024
2024;7;18;20;6.84;18/07/2024
2024;7;18;21;6.52;18/07/2024
2024;7;18;22;6.26;18/07/2024
2024;7;18;23;6.11;18/07/2024
2024;7;19;0;6.28;19/07/2024
2024;7;19;1;6.11;19/07/2024
2024;7;19;2;6.29;19/07/2024
2024;7;19;3;6.85;19/07/2024
2024;7;19;4;6.61;19/07/2024
2024;7;19;5;6.39;19/07/2024
2024;7;19;6;6.47;19/07/2024
2024;7;19;7;6.79;19/07/2024
2024;7;19;8;7.14;19/07/2024
2024;7;19;9;6.82;19/07/2024
2024;7;19;10;6.39;19/07/2024
2024;7;19;11;6.0;19/07/2024
2024;7;19;12;5.64;19/07/2024
2024;7;19;13;5.4;19/07/2024
2024;7;19;14;5.28;19/07/2024
2024;7;19;15;5.23;19/07/2024
2024;7;19;16;5.28;19/07/2024
2024;7;19;17;5.57;19/07/2024
2024;7;19;18;6.58;19/07/2024
2024;7;19;19;7.23;19/07/2024
2024;7;19;20;7.22;19/07/2024
2024;7;19;21;6.76;19/07/2024
2024;7;19;22;6.43;19/07/2024
2024;7;19;23;6.27;19/07/2024
2024;7;20;0;6.29;20/07/2024
2024;7;20;1;6.39;20/07/2024
2024;7;20;2;6.68;20/07/2024
2024;7;20;3;6.72;20/07/2024
2024;7;20;4;6.51;20/07/2024
2024;7;20;5;6.48;20/07/2024
2024;7;20;6;6.83;20/07/2024
2024;7;20;7;6.83;20/07/2024
2024;7;20;8;6.98;20/07/2024
2024;7;20;9;6.9;20/07/2024
2024;7;20;10;6.47;20/07/2024
2024;7;20;11;5.9;20/07/2024
2024;7;20;12;5.35;20/07/2024
2024;7;20;13;4.87;20/07/2024
2024;7;20;14;4.52;20/07/2024
2024;7;20;15;4.31;20/07/2024
2024;7;20;16;4.16;20/07/2024
2024;7;20;17;4.25;20/07/2024
2024;7;20;18;4.87;20/07/2024
2024;7;20;19;5.74;20/07/2024
2024;7;20;20;6.46;20/07/2024
2024;7;20;21;6.57;20/07/2024
2024;7;20;22;6.31;20/07/2024
2024;7;20;23;5.93;20/07/2024
2024;7;21;0;5.7;21/07/2024
2024;7;21;1;5.64;21/07/2024
2024;7;21;2;5.67;21/07/2024
2024;7;21;3;5.85;21/07/2024
2024;7;21;4;6.11;21/07/2024
2024;7;21;5;6.3;21/07/2024
2024;7;21;6;6.35;21/07/2024
2024;7;21;7;6.72;21/07/2024
2024;7;21;8;6.93;21/07/2024
2024;7;21;9;6.63;21/07/2024
2024;7;21;10;6.1;21/07/2024
2024;7;21;11;5.57;21/07/2024
2024;7;21;12;5.13;21/07/2024
2024;7;21;13;4.73;21/07/2024
2024;7;21;14;4.57;21/07/2024
2024;7;21;15;4.59;21/07/2024
2024;7;21;16;4.71;21/07/2024
2024;7;21;17;4.75;21/07/2024
2024;7;21;18;4.8;21/07/2024
2024;7;21;19;4.85;21/07/2024
2024;7;21;20;5.29;21/07/2024
2024;7;21;21;5.51;21/07/2024
2024;7;21;22;5.24;21/07/2024
2024;7;21;23;4.98;21/07/2024
2024;7;22;0;4.73;22/07/2024
2024;7;22;1;4.72;22/07/2024
2024;7;22;2;4.85;22/07/2024
2024;7;22;3;4.82;22/07/2024
2024;7;22;4;4.85;22/07/2024
2024;7;22;5;5.36;22/07/2024
2024;7;22;6;5.78;22/07/2024
2024;7;22;7;5.98;22/07/2024
2024;7;22;8;6.34;22/07/2024
2024;7;22;9;6.32;22/07/2024
2024;7;22;10;5.82;22/07/2024
2024;7;22;11;5.21;22/07/2024
2024;7;22;12;4.6;22/07/2024
2024;7;22;13;3.99;22/07/2024
2024;7;22;14;3.57;22/07/2024
2024;7;22;15;3.3;22/07/2024
2024;7;22;16;3.32;22/07/2024
2024;7;22;17;3.65;22/07/2024
2024;7;22;18;4.16;22/07/2024
2024;7;22;19;4.49;22/07/2024
2024;7;22;20;4.66;22/07/2024
2024;7;22;21;4.72;22/07/2024
2024;7;22;22;4.7;22/07/2024
2024;7;22;23;4.57;22/07/2024
2024;7;23;0;4.58;23/07/2024
2024;7;23;1;4.64;23/07/2024
2024;7;23;2;4.69;23/07/2024
2024;7;23;3;4.8;23/07/2024
2024;7;23;4;4.92;23/07/2024
2024;7;23;5;5.22;23/07/2024
2024;7;23;6;5.45;23/07/2024
2024;7;23;7;5.56;23/07/2024
2024;7;23;8;5.92;23/07/2024
2024;7;23;9;6.1;23/07/2024
2024;7;23;10;6.06;23/07/2024
2024;7;23;11;5.81;23/07/2024
2024;7;23;12;5.5;23/07/2024
2024;7;23;13;5.34;23/07/2024
2024;7;23;14;5.31;23/07/2024
2024;7;23;15;5.39;23/07/2024
2024;7;23;16;5.49;23/07/2024
2024;7;23;17;5.71;23/07/2024
2024;7;23;18;6.27;23/07/2024
2024;7;23;19;6.75;23/07/2024
2024;7;23;20;6.73;23/07/2024
2024;7;23;21;6.35;23/07/2024
2024;7;23;22;5.82;23/07/2024
2024;7;23;23;5.4;23/07/2024
2024;7;24;0;5.09;24/07/2024
2024;7;24;1;4.73;24/07/2024
2024;7;24;2;4.48;24/07/2024
2024;7;24;3;4.55;24/07/2024
2024;7;24;4;4.69;24/07/2024
2024;7;24;5;4.69;24/07/2024
2024;7;24;6;4.61;24/07/2024
2024;7;24;7;4.54;24/07/2024
2024;7;24;8;4.54;24/07/2024
2024;7;24;9;4.21;24/07/2024
2024;7;24;10;3.66;24/07/2024
2024;7;24;11;2.96;24/07/2024
2024;7;24;12;2.48;24/07/2024
2024;7;24;13;2.31;24/07/2024
2024;7;24;14;2.27;24/07/2024
2024;7;24;15;2.31;24/07/2024
2024;7;24;16;2.34;24/07/2024
2024;7;24;17;2.31;24/07/2024
2024;7;24;18;2.32;24/07/2024
2024;7;24;19;2.38;24/07/2024
2024;7;24;20;2.83;24/07/2024
2024;7;24;21;3.46;24/07/2024
2024;7;24;22;4.06;24/07/2024
2024;7;24;23;4.39;24/07/2024
2024;7;25;0;4.42;25/07/2024
2024;7;25;1;4.44;25/07/2024
2024;7;25;2;4.32;25/07/2024
2024;7;25;3;4.24;25/07/2024
2024;7;25;4;4.39;25/07/2024
2024;7;25;5;4.27;25/07/2024
2024;7;25;6;3.98;25/07/2024
2024;7;25;7;3.89;25/07/2024
2024;7;25;8;3.67;25/07/2024
2024;7;25;9;3.29;25/07/2024
2024;7;25;10;3.05;25/07/2024
2024;7;25;11;2.55;25/07/2024
2024;7;25;12;1.91;25/07/2024
2024;7;25;13;1.49;25/07/2024
2024;7;25;14;1.33;25/07/2024
2024;7;25;15;1.36;25/07/2024
2024;7;25;16;1.54;25/07/2024
2024;7;25;17;1.95;25/07/2024
2024;7;25;18;2.74;25/07/2024
2024;7;25;19;3.32;25/07/2024
2024;7;25;20;3.59;25/07/2024
2024;7;25;21;3.7;25/07/2024
2024;7;25;22;3.91;25/07/2024
2024;7;25;23;3.93;25/07/2024
2024;7;26;0;3.79;26/07/2024
2024;7;26;1;3.63;26/07/2024
2024;7;26;2;3.5;26/07/2024
2024;7;26;3;3.4;26/07/2024
2024;7;26;4;3.4;26/07/2024
2024;7;26;5;3.47;26/07/2024
2024;7;26;6;3.28;26/07/2024
2024;7;26;7;3.09;26/07/2024
2024;7;26;8;3.3;26/07/2024
2024;7;26;9;3.28;26/07/2024
2024;7;26;10;2.96;26/07/2024
2024;7;26;11;2.61;26/07/2024
2024;7;26;12;2.39;26/07/2024
2024;7;26;13;2.42;26/07/2024
2024;7;26;14;2.75;26/07/2024
2024;7;26;15;3.12;26/07/2024
2024;7;26;16;3.33;26/07/2024
2024;7;26;17;3.43;26/07/2024
2024;7;26;18;3.66;26/07/2024
2024;7;26;19;3.94;26/07/2024
2024;7;26;20;3.95;26/07/2024
2024;7;26;21;3.47;26/07/2024
2024;7;26;22;3.53;26/07/2024
2024;7;26;23;3.6;26/07/2024
2024;7;27;0;3.67;27/07/2024
2024;7;27;1;3.75;27/07/2024
2024;7;27;2;4.1;27/07/2024
2024;7;27;3;4.1;27/07/2024
2024;7;27;4;4.33;27/07/2024
2024;7;27;5;4.86;27/07/2024
2024;7;27;6;4.94;27/07/2024
2024;7;27;7;4.63;27/07/2024
2024;7;27;8;4.71;27/07/2024
2024;7;27;9;4.62;27/07/2024
2024;7;27;10;4.44;27/07/2024
2024;7;27;11;4.05;27/07/2024
2024;7;27;12;3.62;27/07/2024
2024;7;27;13;3.35;27/07/2024
2024;7;27;14;3.32;27/07/2024
2024;7;27;15;3.48;27/07/2024
2024;7;27;16;3.55;27/07/2024
2024;7;27;17;3.84;27/07/2024
2024;7;27;18;4.19;27/07/2024
2024;7;27;19;4.21;27/07/2024
2024;7;27;20;4.35;27/07/2024
2024;7;27;21;4.63;27/07/2024
2024;7;27;22;4.74;27/07/2024
2024;7;27;23;4.64;27/07/2024
2024;7;28;0;4.5;28/07/2024
2024;7;28;1;4.35;28/07/2024
2024;7;28;2;4.17;28/07/2024
2024;7;28;3;4.19;28/07/2024
2024;7;28;4;4.24;28/07/2024
2024;7;28;5;4.33;28/07/2024
2024;7;28;6;4.39;28/07/2024
2024;7;28;7;4.4;28/07/2024
2024;7;28;8;4.64;28/07/2024
2024;7;28;9;4.59;28/07/2024
2024;7;28;10;4.21;28/07/2024
2024;7;28;11;3.47;28/07/2024
2024;7;28;12;2.8;28/07/2024
2024;7;28;13;2.57;28/07/2024
2024;7;28;14;2.88;28/07/2024
2024;7;28;15;3.53;28/07/2024
2024;7;28;16;4.03;28/07/2024
2024;7;28;17;3.98;28/07/2024
2024;7;28;18;3.08;28/07/2024
2024;7;28;19;2.63;28/07/2024
2024;7;28;20;2.62;28/07/2024
2024;7;28;21;2.74;28/07/2024
2024;7;28;22;2.98;28/07/2024
2024;7;28;23;3.47;28/07/2024
2024;7;29;0;3.95;29/07/2024
2024;7;29;1;3.92;29/07/2024
2024;7;29;2;3.77;29/07/2024
2024;7;29;3;3.97;29/07/2024
2024;7;29;4;4.33;29/07/2024
2024;7;29;5;4.87;29/07/2024
2024;7;29;6;5.03;29/07/2024
2024;7;29;7;5.25;29/07/2024
2024;7;29;8;5.82;29/07/2024
2024;7;29;9;5.66;29/07/2024
2024;7;29;10;5.27;29/07/2024
2024;7;29;11;4.64;29/07/2024
2024;7;29;12;3.91;29/07/2024
2024;7;29;13;3.32;29/07/2024
2024;7;29;14;2.93;29/07/2024
2024;7;29;15;2.84;29/07/2024
2024;7;29;16;2.87;29/07/2024
2024;7;29;17;3.12;29/07/2024
2024;7;29;18;3.33;29/07/2024
2024;7;29;19;3.43;29/07/2024
2024;7;29;20;3.7;29/07/2024
2024;7;29;21;4.22;29/07/2024
2024;7;29;22;4.57;29/07/2024
2024;7;29;23;4.54;29/07/2024
2024;7;30;0;4.48;30/07/2024
2024;7;30;1;4.49;30/07/2024
2024;7;30;2;4.75;30/07/2024
2024;7;30;3;5.09;30/07/2024
2024;7;30;4;5.35;30/07/2024
2024;7;30;5;5.65;30/07/2024
2024;7;30;6;5.85;30/07/2024
2024;7;30;7;5.85;30/07/2024
2024;7;30;8;6.3;30/07/2024
2024;7;30;9;6.48;30/07/2024
2024;7;30;10;6.44;30/07/2024
2024;7;30;11;6.18;30/07/2024
2024;7;30;12;5.91;30/07/2024
2024;7;30;13;5.61;30/07/2024
2024;7;30;14;5.19;30/07/2024
2024;7;30;15;4.78;30/07/2024
2024;7;30;16;4.62;30/07/2024
2024;7;30;17;4.6;30/07/2024
2024;7;30;18;4.95;30/07/2024
2024;7;30;19;4.86;30/07/2024
2024;7;30;20;4.81;30/07/2024
2024;7;30;21;5.22;30/07/2024
2024;7;30;22;5.17;30/07/2024
2024;7;30;23;5.14;30/07/2024
2024;7;31;0;5.65;31/07/2024
2024;7;31;1;6.04;31/07/2024
2024;7;31;2;6.18;31/07/2024
2024;7;31;3;6.43;31/07/2024
2024;7;31;4;6.43;31/07/2024
2024;7;31;5;6.27;31/07/2024
2024;7;31;6;6.01;31/07/2024
2024;7;31;7;5.77;31/07/2024
2024;7;31;8;5.61;31/07/2024
2024;7;31;9;5.15;31/07/2024
2024;7;31;10;4.67;31/07/2024
2024;7;31;11;4.1;31/07/2024
2024;7;31;12;3.62;31/07/2024
2024;7;31;13;3.37;31/07/2024
2024;7;31;14;3.39;31/07/2024
2024;7;31;15;3.66;31/07/2024
2024;7;31;16;4.08;31/07/2024
2024;7;31;17;4.4;31/07/2024
2024;7;31;18;4.84;31/07/2024
2024;7;31;19;4.96;31/07/2024
2024;7;31;20;4.95;31/07/2024
2024;7;31;21;4.99;31/07/2024
2024;7;31;22;4.9;31/07/2024
2024;7;31;23;4.81;31/07/2024
2024;8;1;0;4.76;01/08/2024
2024;8;1;1;4.89;01/08/2024
2024;8;1;2;5.0;01/08/2024
2024;8;1;3;5.24;01/08/2024
2024;8;1;4;5.49;01/08/2024
2024;8;1;5;5.67;01/08/2024
2024;8;1;6;5.76;01/08/2024
2024;8;1;7;5.61;01/08/2024
2024;8;1;8;6.17;01/08/2024
2024;8;1;9;6.31;01/08/2024
2024;8;1;10;6.0;01/08/2024
2024;8;1;11;5.49;01/08/2024
2024;8;1;12;5.05;01/08/2024
2024;8;1;13;4.79;01/08/2024
2024;8;1;14;4.82;01/08/2024
2024;8;1;15;4.92;01/08/2024
2024;8;1;16;5.04;01/08/2024
2024;8;1;17;5.28;01/08/2024
2024;8;1;18;5.53;01/08/2024
2024;8;1;19;6.02;01/08/2024
2024;8;1;20;6.33;01/08/2024
2024;8;1;21;6.22;01/08/2024
2024;8;1;22;5.89;01/08/2024
2024;8;1;23;5.42;01/08/2024
2024;8;2;0;5.4;02/08/2024
2024;8;2;1;5.51;02/08/2024
2024;8;2;2;5.78;02/08/2024
2024;8;2;3;6.17;02/08/2024
2024;8;2;4;6.74;02/08/2024
2024;8;2;5;7.15;02/08/2024
2024;8;2;6;7.23;02/08/2024
2024;8;2;7;7.36;02/08/2024
2024;8;2;8;7.56;02/08/2024
2024;8;2;9;7.55;02/08/2024
2024;8;2;10;7.49;02/08/2024
2024;8;2;11;7.13;02/08/2024
2024;8;2;12;6.63;02/08/2024
2024;8;2;13;6.41;02/08/2024
2024;8;2;14;6.38;02/08/2024
2024;8;2;15;6.44;02/08/2024
2024;8;2;16;6.57;02/08/2024
2024;8;2;17;6.66;02/08/2024
2024;8;2;18;6.98;02/08/2024
2024;8;2;19;6.94;02/08/2024
2024;8;2;20;6.7;02/08/2024
2024;8;2;21;6.26;02/08/2024
2024;8;2;22;5.9;02/08/2024
2024;8;2;23;5.55;02/08/2024
2024;8;3;0;5.35;03/08/2024
2024;8;3;1;5.02;03/08/2024
2024;8;3;2;4.81;03/08/2024
2024;8;3;3;4.74;03/08/2024
2024;8;3;4;4.72;03/08/2024
2024;8;3;5;5.18;03/08/2024
2024;8;3;6;5.64;03/08/2024
2024;8;3;7;6.06;03/08/2024
2024;8;3;8;6.43;03/08/2024
2024;8;3;9;6.28;03/08/2024
2024;8;3;10;5.87;03/08/2024
2024;8;3;11;5.36;03/08/2024
2024;8;3;12;4.8;03/08/2024
2024;8;3;13;4.48;03/08/2024
2024;8;3;14;4.47;03/08/2024
2024;8;3;15;4.7;03/08/2024
2024;8;3;16;4.92;03/08/2024
2024;8;3;17;5.28;03/08/2024
2024;8;3;18;6.02;03/08/2024
2024;8;3;19;6.65;03/08/2024
2024;8;3;20;6.87;03/08/2024
2024;8;3;21;6.73;03/08/2024
2024;8;3;22;6.39;03/08/2024
2024;8;3;23;6.01;03/08/2024
2024;8;4;0;5.66;04/08/2024
2024;8;4;1;5.36;04/08/2024
2024;8;4;2;5.36;04/08/2024
2024;8;4;3;5.38;04/08/2024
2024;8;4;4;5.42;04/08/2024
2024;8;4;5;5.57;04/08/2024
2024;8;4;6;5.61;04/08/2024
2024;8;4;7;5.68;04/08/2024
2024;8;4;8;6.28;04/08/2024
2024;8;4;9;6.45;04/08/2024
2024;8;4;10;6.16;04/08/2024
2024;8;4;11;5.55;04/08/2024
2024;8;4;12;4.99;04/08/2024
2024;8;4;13;4.67;04/08/2024
2024;8;4;14;4.59;04/08/2024
2024;8;4;15;4.66;04/08/2024
2024;8;4;16;4.64;04/08/2024
2024;8;4;17;4.78;04/08/2024
2024;8;4;18;5.01;04/08/2024
2024;8;4;19;5.52;04/08/2024
2024;8;4;20;5.94;04/08/2024
2024;8;4;21;6.03;04/08/2024
2024;8;4;22;5.92;04/08/2024
2024;8;4;23;5.64;04/08/2024
2024;8;5;0;5.65;05/08/2024
2024;8;5;1;5.53;05/08/2024
2024;8;5;2;5.45;05/08/2024
2024;8;5;3;5.54;05/08/2024
2024;8;5;4;5.61;05/08/2024
2024;8;5;5;5.83;05/08/2024
2024;8;5;6;5.92;05/08/2024
2024;8;5;7;6.17;05/08/2024
2024;8;5;8;6.63;05/08/2024
2024;8;5;9;6.77;05/08/2024
2024;8;5;10;6.38;05/08/2024
2024;8;5;11;5.86;05/08/2024
2024;8;5;12;5.44;05/08/2024
2024;8;5;13;5.01;05/08/2024
2024;8;5;14;5.06;05/08/2024
2024;8;5;15;5.4;05/08/2024
2024;8;5;16;5.65;05/08/2024
2024;8;5;17;6.04;05/08/2024
2024;8;5;18;6.46;05/08/2024
2024;8;5;19;6.53;05/08/2024
2024;8;5;20;6.15;05/08/2024
2024;8;5;21;5.66;05/08/2024
2024;8;5;22;5.57;05/08/2024
2024;8;5;23;5.29;05/08/2024
2024;8;6;0;4.94;06/08/2024
2024;8;6;1;4.74;06/08/2024
2024;8;6;2;4.63;06/08/2024
2024;8;6;3;4.49;06/08/2024
2024;8;6;4;4.63;06/08/2024
2024;8;6;5;5.06;06/08/2024
2024;8;6;6;5.46;06/08/2024
2024;8;6;7;5.81;06/08/2024
2024;8;6;8;6.36;06/08/2024
2024;8;6;9;6.38;06/08/2024
2024;8;6;10;6.08;06/08/2024
2024;8;6;11;5.3;06/08/2024
2024;8;6;12;4.43;06/08/2024
2024;8;6;13;3.76;06/08/2024
2024;8;6;14;3.49;06/08/2024
2024;8;6;15;3.63;06/08/2024
2024;8;6;16;3.86;06/08/2024
2024;8;6;17;4.22;06/08/2024
2024;8;6;18;4.37;06/08/2024
2024;8;6;19;4.61;06/08/2024
2024;8;6;20;5.2;06/08/2024
2024;8;6;21;6.06;06/08/2024
2024;8;6;22;6.33;06/08/2024
2024;8;6;23;6.55;06/08/2024
2024;8;7;0;6.95;07/08/2024
2024;8;7;1;7.3;07/08/2024
2024;8;7;2;7.55;07/08/2024
2024;8;7;3;7.59;07/08/2024
2024;8;7;4;7.61;07/08/2024
2024;8;7;5;7.72;07/08/2024
2024;8;7;6;7.88;07/08/2024
2024;8;7;7;7.88;07/08/2024
2024;8;7;8;8.58;07/08/2024
2024;8;7;9;8.34;07/08/2024
2024;8;7;10;7.84;07/08/2024
2024;8;7;11;7.16;07/08/2024
2024;8;7;12;6.47;07/08/2024
2024;8;7;13;6.06;07/08/2024
2024;8;7;14;5.91;07/08/2024
2024;8;7;15;5.87;07/08/2024
2024;8;7;16;5.71;07/08/2024
2024;8;7;17;5.82;07/08/2024
2024;8;7;18;6.05;07/08/2024
2024;8;7;19;6.23;07/08/2024
2024;8;7;20;6.45;07/08/2024
2024;8;7;21;6.47;07/08/2024
2024;8;7;22;5.96;07/08/2024
2024;8;7;23;5.34;07/08/2024
2024;8;8;0;4.95;08/08/2024
2024;8;8;1;4.88;08/08/2024
2024;8;8;2;5.15;08/08/2024
2024;8;8;3;5.45;08/08/2024
2024;8;8;4;5.66;08/08/2024
2024;8;8;5;5.89;08/08/2024
2024;8;8;6;6.14;08/08/2024
2024;8;8;7;6.53;08/08/2024
2024;8;8;8;7.34;08/08/2024
2024;8;8;9;7.73;08/08/2024
2024;8;8;10;7.59;08/08/2024
2024;8;8;11;7.2;08/08/2024
2024;8;8;12;6.56;08/08/2024
2024;8;8;13;5.86;08/08/2024
2024;8;8;14;5.28;08/08/2024
2024;8;8;15;4.82;08/08/2024
2024;8;8;16;4.38;08/08/2024
2024;8;8;17;4.39;08/08/2024
2024;8;8;18;4.98;08/08/2024
2024;8;8;19;5.84;08/08/2024
2024;8;8;20;6.7;08/08/2024
2024;8;8;21;7.4;08/08/2024
2024;8;8;22;7.51;08/08/2024
2024;8;8;23;7.31;08/08/2024
2024;8;9;0;7.13;09/08/2024
2024;8;9;1;7.0;09/08/2024
2024;8;9;2;7.05;09/08/2024
2024;8;9;3;7.07;09/08/2024
2024;8;9;4;7.13;09/08/2024
2024;8;9;5;7.44;09/08/2024
2024;8;9;6;7.62;09/08/2024
2024;8;9;7;7.72;09/08/2024
2024;8;9;8;8.33;09/08/2024
2024;8;9;9;8.46;09/08/2024
2024;8;9;10;8.1;09/08/2024
2024;8;9;11;7.65;09/08/2024
2024;8;9;12;7.43;09/08/2024
2024;8;9;13;7.48;09/08/2024
2024;8;9;14;7.61;09/08/2024
2024;8;9;15;7.63;09/08/2024
2024;8;9;16;7.58;09/08/2024
2024;8;9;17;7.68;09/08/2024
2024;8;9;18;8.03;09/08/2024
2024;8;9;19;8.17;09/08/2024
2024;8;9;20;7.76;09/08/2024
2024;8;9;21;7.13;09/08/2024
2024;8;9;22;6.44;09/08/2024
2024;8;9;23;6.0;09/08/2024
2024;8;10;0;5.79;10/08/2024
2024;8;10;1;5.76;10/08/2024
2024;8;10;2;5.79;10/08/2024
2024;8;10;3;5.88;10/08/2024
2024;8;10;4;5.96;10/08/2024
2024;8;10;5;6.07;10/08/2024
2024;8;10;6;6.23;10/08/2024
2024;8;10;7;6.43;10/08/2024
2024;8;10;8;7.3;10/08/2024
2024;8;10;9;7.26;10/08/2024
2024;8;10;10;6.91;10/08/2024
2024;8;10;11;6.41;10/08/2024
2024;8;10;12;5.91;10/08/2024
2024;8;10;13;5.54;10/08/2024
2024;8;10;14;5.45;10/08/2024
2024;8;10;15;5.52;10/08/2024
2024;8;10;16;5.52;10/08/2024
2024;8;10;17;5.62;10/08/2024
2024;8;10;18;5.99;10/08/2024
2024;8;10;19;6.19;10/08/2024
2024;8;10;20;6.48;10/08/2024
2024;8;10;21;6.53;10/08/2024
2024;8;10;22;6.25;10/08/2024
2024;8;10;23;5.9;10/08/2024
2024;8;11;0;5.71;11/08/2024
2024;8;11;1;5.61;11/08/2024
2024;8;11;2;5.71;11/08/2024
2024;8;11;3;5.91;11/08/2024
2024;8;11;4;6.25;11/08/2024
2024;8;11;5;6.59;11/08/2024
2024;8;11;6;6.54;11/08/2024
2024;8;11;7;6.98;11/08/2024
2024;8;11;8;7.58;11/08/2024
2024;8;11;9;7.46;11/08/2024
2024;8;11;10;7.21;11/08/2024
2024;8;11;11;6.87;11/08/2024
2024;8;11;12;6.57;11/08/2024
2024;8;11;13;6.53;11/08/2024
2024;8;11;14;6.58;11/08/2024
2024;8;11;15;6.57;11/08/2024
2024;8;11;16;6.34;11/08/2024
2024;8;11;17;5.97;11/08/2024
2024;8;11;18;6.08;11/08/2024
2024;8;11;19;6.19;11/08/2024
2024;8;11;20;6.19;11/08/2024
2024;8;11;21;5.91;11/08/2024
2024;8;11;22;5.61;11/08/2024
2024;8;11;23;5.23;11/08/2024
2024;8;12;0;4.94;12/08/2024
2024;8;12;1;5.11;12/08/2024
2024;8;12;2;5.24;12/08/2024
2024;8;12;3;5.44;12/08/2024
2024;8;12;4;5.81;12/08/2024
2024;8;12;5;6.19;12/08/2024
2024;8;12;6;6.39;12/08/2024
2024;8;12;7;6.78;12/08/2024
2024;8;12;8;6.99;12/08/2024
2024;8;12;9;6.46;12/08/2024
2024;8;12;10;5.91;12/08/2024
2024;8;12;11;5.35;12/08/2024
2024;8;12;12;4.76;12/08/2024
2024;8;12;13;4.32;12/08/2024
2024;8;12;14;4.11;12/08/2024
2024;8;12;15;4.06;12/08/2024
2024;8;12;16;4.07;12/08/2024
2024;8;12;17;4.15;12/08/2024
2024;8;12;18;4.56;12/08/2024
2024;8;12;19;4.92;12/08/2024
2024;8;12;20;5.37;12/08/2024
2024;8;12;21;5.99;12/08/2024
2024;8;12;22;6.15;12/08/2024
2024;8;12;23;5.86;12/08/2024
2024;8;13;0;5.56;13/08/2024
2024;8;13;1;5.45;13/08/2024
2024;8;13;2;5.46;13/08/2024
2024;8;13;3;5.41;13/08/2024
2024;8;13;4;5.31;13/08/2024
2024;8;13;5;5.42;13/08/2024
2024;8;13;6;5.53;13/08/2024
2024;8;13;7;6.01;13/08/2024
2024;8;13;8;6.66;13/08/2024
2024;8;13;9;6.67;13/08/2024
2024;8;13;10;6.41;13/08/2024
2024;8;13;11;5.88;13/08/2024
2024;8;13;12;5.18;13/08/2024
2024;8;13;13;4.74;13/08/2024
2024;8;13;14;4.5;13/08/2024
2024;8;13;15;4.28;13/08/2024
2024;8;13;16;3.88;13/08/2024
2024;8;13;17;3.52;13/08/2024
2024;8;13;18;3.23;13/08/2024
2024;8;13;19;2.83;13/08/2024
2024;8;13;20;3.34;13/08/2024
2024;8;13;21;4.37;13/08/2024
2024;8;13;22;4.97;13/08/2024
2024;8;13;23;5.16;13/08/2024
2024;8;14;0;5.25;14/08/2024
2024;8;14;1;5.41;14/08/2024
2024;8;14;2;5.81;14/08/2024
2024;8;14;3;6.25;14/08/2024
2024;8;14;4;6.6;14/08/2024
2024;8;14;5;7.01;14/08/2024
2024;8;14;6;7.23;14/08/2024
2024;8;14;7;7.45;14/08/2024
2024;8;14;8;8.17;14/08/2024
2024;8;14;9;8.28;14/08/2024
2024;8;14;10;8.2;14/08/2024
2024;8;14;11;7.74;14/08/2024
2024;8;14;12;7.16;14/08/2024
2024;8;14;13;6.74;14/08/2024
2024;8;14;14;6.55;14/08/2024
2024;8;14;15;6.37;14/08/2024
2024;8;14;16;5.85;14/08/2024
2024;8;14;17;5.33;14/08/2024
2024;8;14;18;5.27;14/08/2024
2024;8;14;19;5.76;14/08/2024
2024;8;14;20;6.15;14/08/2024
2024;8;14;21;6.1;14/08/2024
2024;8;14;22;5.79;14/08/2024
2024;8;14;23;5.42;14/08/2024
2024;8;15;0;5.17;15/08/2024
2024;8;15;1;5.13;15/08/2024
2024;8;15;2;5.28;15/08/2024
2024;8;15;3;5.51;15/08/2024
2024;8;15;4;5.71;15/08/2024
2024;8;15;5;6.06;15/08/2024
2024;8;15;6;6.25;15/08/2024
2024;8;15;7;6.71;15/08/2024
2024;8;15;8;7.3;15/08/2024
2024;8;15;9;7.2;15/08/2024
2024;8;15;10;7.15;15/08/2024
2024;8;15;11;6.89;15/08/2024
2024;8;15;12;6.54;15/08/2024
2024;8;15;13;6.44;15/08/2024
2024;8;15;14;6.42;15/08/2024
2024;8;15;15;6.26;15/08/2024
2024;8;15;16;6.06;15/08/2024
2024;8;15;17;6.53;15/08/2024
2024;8;15;18;7.39;15/08/2024
2024;8;15;19;7.65;15/08/2024
2024;8;15;20;7.14;15/08/2024
2024;8;15;21;6.24;15/08/2024
2024;8;15;22;5.56;15/08/2024
2024;8;15;23;5.12;15/08/2024
2024;8;16;0;4.79;16/08/2024
2024;8;16;1;4.6;16/08/2024
2024;8;16;2;4.71;16/08/2024
2024;8;16;3;4.89;16/08/2024
2024;8;16;4;4.93;16/08/2024
2024;8;16;5;5.12;16/08/2024
2024;8;16;6;5.43;16/08/2024
2024;8;16;7;5.74;16/08/2024
2024;8;16;8;5.95;16/08/2024
2024;8;16;9;5.72;16/08/2024
2024;8;16;10;5.43;16/08/2024
2024;8;16;11;4.97;16/08/2024
2024;8;16;12;4.43;16/08/2024
2024;8;16;13;4.06;16/08/2024
2024;8;16;14;3.92;16/08/2024
2024;8;16;15;3.89;16/08/2024
2024;8;16;16;3.94;16/08/2024
2024;8;16;17;4.31;16/08/2024
2024;8;16;18;4.95;16/08/2024
2024;8;16;19;5.3;16/08/2024
2024;8;16;20;5.51;16/08/2024
