YEAR;MO;DY;HR;WS50M;DATE
2024;3;18;2;3.07;18/03/2024
2024;3;18;3;2.52;18/03/2024
2024;3;18;4;2.06;18/03/2024
2024;3;18;5;1.72;18/03/2024
2024;3;18;6;1.74;18/03/2024
2024;3;18;7;1.71;18/03/2024
2024;3;18;8;1.55;18/03/2024
2024;3;18;9;2.39;18/03/2024
2024;3;18;10;3.67;18/03/2024
2024;3;18;11;4.58;18/03/2024
2024;3;18;12;4.99;18/03/2024
2024;3;18;13;4.91;18/03/2024
2024;3;18;14;4.74;18/03/2024
2024;3;18;15;4.78;18/03/2024
2024;3;18;16;4.81;18/03/2024
2024;3;18;17;4.77;18/03/2024
2024;3;18;18;4.79;18/03/2024
2024;3;18;19;4.54;18/03/2024
2024;3;18;20;4.2;18/03/2024
2024;3;18;21;3.91;18/03/2024
2024;3;18;22;3.83;18/03/2024
2024;3;18;23;3.96;18/03/2024
2024;3;19;0;4.11;19/03/2024
2024;3;19;1;4.2;19/03/2024
2024;3;19;2;4.05;19/03/2024
2024;3;19;3;3.6;19/03/2024
2024;3;19;4;3.01;19/03/2024
2024;3;19;5;2.48;19/03/2024
2024;3;19;6;1.97;19/03/2024
2024;3;19;7;1.59;19/03/2024
2024;3;19;8;1.51;19/03/2024
2024;3;19;9;1.53;19/03/2024
2024;3;19;10;1.99;19/03/2024
2024;3;19;11;2.57;19/03/2024
2024;3;19;12;3.0;19/03/2024
2024;3;19;13;3.43;19/03/2024
2024;3;19;14;3.76;19/03/2024
2024;3;19;15;3.75;19/03/2024
2024;3;19;16;3.47;19/03/2024
2024;3;19;17;3.34;19/03/2024
2024;3;19;18;3.37;19/03/2024
2024;3;19;19;3.1;19/03/2024
2024;3;19;20;2.71;19/03/2024
2024;3;19;21;2.36;19/03/2024
2024;3;19;22;2.27;19/03/2024
2024;3;19;23;2.48;19/03/2024
2024;3;20;0;2.64;20/03/2024
2024;3;20;1;2.53;20/03/2024
2024;3;20;2;2.29;20/03/2024
2024;3;20;3;2.1;20/03/2024
2024;3;20;4;2.01;20/03/2024
2024;3;20;5;1.85;20/03/2024
2024;3;20;6;1.61;20/03/2024
2024;3;20;7;1.52;20/03/2024
2024;3;20;8;1.52;20/03/2024
2024;3;20;9;1.61;20/03/2024
2024;3;20;10;1.73;20/03/2024
2024;3;20;11;2.15;20/03/2024
2024;3;20;12;2.79;20/03/2024
2024;3;20;13;3.38;20/03/2024
2024;3;20;14;3.92;20/03/2024
2024;3;20;15;4.23;20/03/2024
2024;3;20;16;4.16;20/03/2024
2024;3;20;17;4.06;20/03/2024
2024;3;20;18;4.05;20/03/2024
2024;3;20;19;3.95;20/03/2024
2024;3;20;20;3.63;20/03/2024
2024;3;20;21;3.27;20/03/2024
2024;3;20;22;2.99;20/03/2024
2024;3;20;23;2.87;20/03/2024
2024;3;21;0;2.74;21/03/2024
2024;3;21;1;2.28;21/03/2024
2024;3;21;2;1.88;21/03/2024
2024;3;21;3;1.8;21/03/2024
2024;3;21;4;2.14;21/03/2024
2024;3;21;5;2.89;21/03/2024
2024;3;21;6;3.81;21/03/2024
2024;3;21;7;4.24;21/03/2024
2024;3;21;8;4.12;21/03/2024
2024;3;21;9;3.35;21/03/2024
2024;3;21;10;2.65;21/03/2024
2024;3;21;11;2.49;21/03/2024
2024;3;21;12;2.6;21/03/2024
2024;3;21;13;2.56;21/03/2024
2024;3;21;14;2.41;21/03/2024
2024;3;21;15;2.44;21/03/2024
2024;3;21;16;2.69;21/03/2024
2024;3;21;17;3.24;21/03/2024
2024;3;21;18;3.85;21/03/2024
2024;3;21;19;3.99;21/03/2024
2024;3;21;20;3.87;21/03/2024
2024;3;21;21;3.73;21/03/2024
2024;3;21;22;3.7;21/03/2024
2024;3;21;23;3.59;21/03/2024
2024;3;22;0;3.47;22/03/2024
2024;3;22;1;3.22;22/03/2024
2024;3;22;2;2.99;22/03/2024
2024;3;22;3;2.8;22/03/2024
2024;3;22;4;2.46;22/03/2024
2024;3;22;5;2.08;22/03/2024
2024;3;22;6;1.66;22/03/2024
2024;3;22;7;1.59;22/03/2024
2024;3;22;8;1.74;22/03/2024
2024;3;22;9;1.87;22/03/2024
2024;3;22;10;2.43;22/03/2024
2024;3;22;11;3.12;22/03/2024
2024;3;22;12;3.6;22/03/2024
2024;3;22;13;3.75;22/03/2024
2024;3;22;14;3.62;22/03/2024
2024;3;22;15;3.4;22/03/2024
2024;3;22;16;3.17;22/03/2024
2024;3;22;17;3.15;22/03/2024
2024;3;22;18;3.31;22/03/2024
2024;3;22;19;3.11;22/03/2024
2024;3;22;20;2.66;22/03/2024
2024;3;22;21;2.16;22/03/2024
2024;3;22;22;1.71;22/03/2024
2024;3;22;23;1.37;22/03/2024
2024;3;23;0;1.12;23/03/2024
2024;3;23;1;1.06;23/03/2024
2024;3;23;2;1.11;23/03/2024
2024;3;23;3;1.05;23/03/2024
2024;3;23;4;0.9;23/03/2024
2024;3;23;5;0.74;23/03/2024
2024;3;23;6;0.61;23/03/2024
2024;3;23;7;0.61;23/03/2024
2024;3;23;8;0.82;23/03/2024
2024;3;23;9;1.04;23/03/2024
2024;3;23;10;1.18;23/03/2024
2024;3;23;11;1.31;23/03/2024
2024;3;23;12;1.58;23/03/2024
2024;3;23;13;2.16;23/03/2024
2024;3;23;14;2.88;23/03/2024
2024;3;23;15;3.47;23/03/2024
2024;3;23;16;3.83;23/03/2024
2024;3;23;17;4.02;23/03/2024
2024;3;23;18;4.13;23/03/2024
2024;3;23;19;3.97;23/03/2024
2024;3;23;20;3.68;23/03/2024
2024;3;23;21;3.42;23/03/2024
2024;3;23;22;3.38;23/03/2024
2024;3;23;23;3.42;23/03/2024
2024;3;24;0;3.28;24/03/2024
2024;3;24;1;3.2;24/03/2024
2024;3;24;2;2.88;24/03/2024
2024;3;24;3;2.53;24/03/2024
2024;3;24;4;2.19;24/03/2024
2024;3;24;5;1.98;24/03/2024
2024;3;24;6;1.7;24/03/2024
2024;3;24;7;1.3;24/03/2024
2024;3;24;8;1.2;24/03/2024
2024;3;24;9;1.53;24/03/2024
2024;3;24;10;1.98;24/03/2024
2024;3;24;11;2.05;24/03/2024
2024;3;24;12;1.93;24/03/2024
2024;3;24;13;2.14;24/03/2024
2024;3;24;14;2.46;24/03/2024
2024;3;24;15;2.68;24/03/2024
2024;3;24;16;3.01;24/03/2024
2024;3;24;17;3.38;24/03/2024
2024;3;24;18;3.61;24/03/2024
2024;3;24;19;3.42;24/03/2024
2024;3;24;20;3.04;24/03/2024
2024;3;24;21;2.32;24/03/2024
2024;3;24;22;1.67;24/03/2024
2024;3;24;23;1.58;24/03/2024
2024;3;25;0;1.79;25/03/2024
2024;3;25;1;2.02;25/03/2024
2024;3;25;2;2.22;25/03/2024
2024;3;25;3;2.4;25/03/2024
2024;3;25;4;2.53;25/03/2024
2024;3;25;5;2.46;25/03/2024
2024;3;25;6;2.24;25/03/2024
2024;3;25;7;1.95;25/03/2024
2024;3;25;8;1.75;25/03/2024
2024;3;25;9;1.99;25/03/2024
2024;3;25;10;2.27;25/03/2024
2024;3;25;11;2.42;25/03/2024
2024;3;25;12;2.54;25/03/2024
2024;3;25;13;2.57;25/03/2024
2024;3;25;14;2.59;25/03/2024
2024;3;25;15;2.74;25/03/2024
2024;3;25;16;2.99;25/03/2024
2024;3;25;17;3.22;25/03/2024
2024;3;25;18;3.33;25/03/2024
2024;3;25;19;3.13;25/03/2024
2024;3;25;20;2.9;25/03/2024
2024;3;25;21;2.88;25/03/2024
2024;3;25;22;2.99;25/03/2024
2024;3;25;23;3.27;25/03/2024
2024;3;26;0;3.71;26/03/2024
2024;3;26;1;4.21;26/03/2024
2024;3;26;2;4.51;26/03/2024
2024;3;26;3;4.52;26/03/2024
2024;3;26;4;4.53;26/03/2024
2024;3;26;5;4.67;26/03/2024
2024;3;26;6;4.64;26/03/2024
2024;3;26;7;4.35;26/03/2024
2024;3;26;8;4.0;26/03/2024
2024;3;26;9;3.98;26/03/2024
2024;3;26;10;3.77;26/03/2024
2024;3;26;11;3.24;26/03/2024
2024;3;26;12;2.55;26/03/2024
2024;3;26;13;1.95;26/03/2024
2024;3;26;14;1.56;26/03/2024
2024;3;26;15;1.42;26/03/2024
2024;3;26;16;1.74;26/03/2024
2024;3;26;17;2.64;26/03/2024
2024;3;26;18;3.37;26/03/2024
2024;3;26;19;3.71;26/03/2024
2024;3;26;20;3.79;26/03/2024
2024;3;26;21;3.73;26/03/2024
2024;3;26;22;3.55;26/03/2024
2024;3;26;23;3.37;26/03/2024
2024;3;27;0;3.12;27/03/2024
2024;3;27;1;2.82;27/03/2024
2024;3;27;2;2.5;27/03/2024
2024;3;27;3;2.35;27/03/2024
2024;3;27;4;2.23;27/03/2024
2024;3;27;5;2.3;27/03/2024
2024;3;27;6;2.36;27/03/2024
2024;3;27;7;2.42;27/03/2024
2024;3;27;8;2.62;27/03/2024
2024;3;27;9;2.43;27/03/2024
2024;3;27;10;1.89;27/03/2024
2024;3;27;11;1.2;27/03/2024
2024;3;27;12;0.7;27/03/2024
2024;3;27;13;0.89;27/03/2024
2024;3;27;14;1.35;27/03/2024
2024;3;27;15;1.56;27/03/2024
2024;3;27;16;1.69;27/03/2024
2024;3;27;17;2.07;27/03/2024
2024;3;27;18;2.35;27/03/2024
2024;3;27;19;2.45;27/03/2024
2024;3;27;20;2.59;27/03/2024
2024;3;27;21;2.73;27/03/2024
2024;3;27;22;2.7;27/03/2024
2024;3;27;23;2.43;27/03/2024
2024;3;28;0;2.03;28/03/2024
2024;3;28;1;1.77;28/03/2024
2024;3;28;2;1.76;28/03/2024
2024;3;28;3;1.93;28/03/2024
2024;3;28;4;2.29;28/03/2024
2024;3;28;5;2.75;28/03/2024
2024;3;28;6;3.04;28/03/2024
2024;3;28;7;2.94;28/03/2024
2024;3;28;8;2.53;28/03/2024
2024;3;28;9;2.24;28/03/2024
2024;3;28;10;2.15;28/03/2024
2024;3;28;11;2.19;28/03/2024
2024;3;28;12;2.33;28/03/2024
2024;3;28;13;2.54;28/03/2024
2024;3;28;14;2.94;28/03/2024
2024;3;28;15;3.29;28/03/2024
2024;3;28;16;3.11;28/03/2024
2024;3;28;17;3.09;28/03/2024
2024;3;28;18;3.32;28/03/2024
2024;3;28;19;3.33;28/03/2024
2024;3;28;20;3.26;28/03/2024
2024;3;28;21;3.11;28/03/2024
2024;3;28;22;3.0;28/03/2024
2024;3;28;23;3.21;28/03/2024
2024;3;29;0;3.59;29/03/2024
2024;3;29;1;3.96;29/03/2024
2024;3;29;2;4.26;29/03/2024
2024;3;29;3;4.3;29/03/2024
2024;3;29;4;4.26;29/03/2024
2024;3;29;5;4.21;29/03/2024
2024;3;29;6;4.06;29/03/2024
2024;3;29;7;3.65;29/03/2024
2024;3;29;8;2.96;29/03/2024
2024;3;29;9;2.37;29/03/2024
2024;3;29;10;2.69;29/03/2024
2024;3;29;11;3.22;29/03/2024
2024;3;29;12;3.57;29/03/2024
2024;3;29;13;3.77;29/03/2024
2024;3;29;14;3.96;29/03/2024
2024;3;29;15;4.15;29/03/2024
2024;3;29;16;4.11;29/03/2024
2024;3;29;17;3.65;29/03/2024
2024;3;29;18;3.22;29/03/2024
2024;3;29;19;2.58;29/03/2024
2024;3;29;20;1.87;29/03/2024
2024;3;29;21;1.13;29/03/2024
2024;3;29;22;0.6;29/03/2024
2024;3;29;23;0.73;29/03/2024
2024;3;30;0;1.12;30/03/2024
2024;3;30;1;1.52;30/03/2024
2024;3;30;2;1.8;30/03/2024
2024;3;30;3;1.99;30/03/2024
2024;3;30;4;2.18;30/03/2024
2024;3;30;5;2.31;30/03/2024
2024;3;30;6;2.52;30/03/2024
2024;3;30;7;2.72;30/03/2024
2024;3;30;8;3.02;30/03/2024
2024;3;30;9;2.99;30/03/2024
2024;3;30;10;2.76;30/03/2024
2024;3;30;11;2.37;30/03/2024
2024;3;30;12;1.92;30/03/2024
2024;3;30;13;1.83;30/03/2024
2024;3;30;14;2.09;30/03/2024
2024;3;30;15;2.41;30/03/2024
2024;3;30;16;2.55;30/03/2024
2024;3;30;17;2.59;30/03/2024
2024;3;30;18;2.67;30/03/2024
2024;3;30;19;2.59;30/03/2024
2024;3;30;20;2.53;30/03/2024
2024;3;30;21;2.65;30/03/2024
2024;3;30;22;2.84;30/03/2024
2024;3;30;23;2.86;30/03/2024
2024;3;31;0;2.93;31/03/2024
2024;3;31;1;3.11;31/03/2024
2024;3;31;2;3.28;31/03/2024
2024;3;31;3;3.35;31/03/2024
2024;3;31;4;3.27;31/03/2024
2024;3;31;5;3.21;31/03/2024
2024;3;31;6;3.08;31/03/2024
2024;3;31;7;2.94;31/03/2024
2024;3;31;8;2.74;31/03/2024
2024;3;31;9;2.07;31/03/2024
2024;3;31;10;1.32;31/03/2024
2024;3;31;11;0.61;31/03/2024
2024;3;31;12;0.89;31/03/2024
2024;3;31;13;1.82;31/03/2024
2024;3;31;14;2.64;31/03/2024
2024;3;31;15;3.4;31/03/2024
2024;3;31;16;3.85;31/03/2024
2024;3;31;17;3.78;31/03/2024
2024;3;31;18;3.89;31/03/2024
2024;3;31;19;4.03;31/03/2024
2024;3;31;20;4.17;31/03/2024
2024;3;31;21;4.22;31/03/2024
2024;3;31;22;4.35;31/03/2024
2024;3;31;23;4.68;31/03/2024
2024;4;1;0;4.83;01/04/2024
2024;4;1;1;4.71;01/04/2024
2024;4;1;2;4.41;01/04/2024
2024;4;1;3;4.27;01/04/2024
2024;4;1;4;4.45;01/04/2024
2024;4;1;5;4.9;01/04/2024
2024;4;1;6;5.01;01/04/2024
2024;4;1;7;4.08;01/04/2024
2024;4;1;8;3.47;01/04/2024
2024;4;1;9;3.31;01/04/2024
2024;4;1;10;3.11;01/04/2024
2024;4;1;11;3.18;01/04/2024
2024;4;1;12;3.3;01/04/2024
2024;4;1;13;3.55;01/04/2024
2024;4;1;14;3.87;01/04/2024
2024;4;1;15;3.96;01/04/2024
2024;4;1;16;3.67;01/04/2024
2024;4;1;17;3.49;01/04/2024
2024;4;1;18;3.47;01/04/2024
2024;4;1;19;3.18;01/04/2024
2024;4;1;20;2.9;01/04/2024
2024;4;1;21;2.8;01/04/2024
2024;4;1;22;2.72;01/04/2024
2024;4;1;23;2.78;01/04/2024
2024;4;2;0;2.93;02/04/2024
2024;4;2;1;2.98;02/04/2024
2024;4;2;2;2.91;02/04/2024
2024;4;2;3;2.78;02/04/2024
2024;4;2;4;2.62;02/04/2024
2024;4;2;5;2.41;02/04/2024
2024;4;2;6;2.31;02/04/2024
2024;4;2;7;2.42;02/04/2024
2024;4;2;8;2.56;02/04/2024
2024;4;2;9;2.49;02/04/2024
2024;4;2;10;2.02;02/04/2024
2024;4;2;11;1.94;02/04/2024
2024;4;2;12;2.49;02/04/2024
2024;4;2;13;3.11;02/04/2024
2024;4;2;14;3.67;02/04/2024
2024;4;2;15;3.87;02/04/2024
2024;4;2;16;3.78;02/04/2024
2024;4;2;17;3.84;02/04/2024
2024;4;2;18;3.99;02/04/2024
2024;4;2;19;3.77;02/04/2024
2024;4;2;20;3.43;02/04/2024
2024;4;2;21;3.25;02/04/2024
2024;4;2;22;3.23;02/04/2024
2024;4;2;23;3.36;02/04/2024
2024;4;3;0;3.58;03/04/2024
2024;4;3;1;3.83;03/04/2024
2024;4;3;2;4.11;03/04/2024
2024;4;3;3;4.31;03/04/2024
2024;4;3;4;4.26;03/04/2024
2024;4;3;5;3.62;03/04/2024
2024;4;3;6;2.82;03/04/2024
2024;4;3;7;2.2;03/04/2024
2024;4;3;8;1.77;03/04/2024
2024;4;3;9;1.66;03/04/2024
2024;4;3;10;1.92;03/04/2024
2024;4;3;11;2.13;03/04/2024
2024;4;3;12;2.32;03/04/2024
2024;4;3;13;2.78;03/04/2024
2024;4;3;14;3.32;03/04/2024
2024;4;3;15;3.6;03/04/2024
2024;4;3;16;3.55;03/04/2024
2024;4;3;17;3.44;03/04/2024
2024;4;3;18;3.31;03/04/2024
2024;4;3;19;3.08;03/04/2024
2024;4;3;20;3.02;03/04/2024
2024;4;3;21;3.03;03/04/2024
2024;4;3;22;3.03;03/04/2024
2024;4;3;23;2.92;03/04/2024
2024;4;4;0;2.84;04/04/2024
2024;4;4;1;2.83;04/04/2024
2024;4;4;2;2.74;04/04/2024
2024;4;4;3;2.42;04/04/2024
2024;4;4;4;1.9;04/04/2024
2024;4;4;5;1.56;04/04/2024
2024;4;4;6;1.5;04/04/2024
2024;4;4;7;1.59;04/04/2024
2024;4;4;8;1.95;04/04/2024
2024;4;4;9;2.43;04/04/2024
2024;4;4;10;3.03;04/04/2024
2024;4;4;11;3.63;04/04/2024
2024;4;4;12;4.14;04/04/2024
2024;4;4;13;4.48;04/04/2024
2024;4;4;14;4.64;04/04/2024
2024;4;4;15;4.58;04/04/2024
2024;4;4;16;4.34;04/04/2024
2024;4;4;17;4.2;04/04/2024
2024;4;4;18;4.2;04/04/2024
2024;4;4;19;4.13;04/04/2024
2024;4;4;20;4.1;04/04/2024
2024;4;4;21;4.19;04/04/2024
2024;4;4;22;3.88;04/04/2024
2024;4;4;23;2.82;04/04/2024
2024;4;5;0;2.3;05/04/2024
2024;4;5;1;2.08;05/04/2024
2024;4;5;2;1.61;05/04/2024
2024;4;5;3;1.41;05/04/2024
2024;4;5;4;1.41;05/04/2024
2024;4;5;5;1.38;05/04/2024
2024;4;5;6;1.38;05/04/2024
2024;4;5;7;1.39;05/04/2024
2024;4;5;8;1.34;05/04/2024
2024;4;5;9;1.26;05/04/2024
2024;4;5;10;1.58;05/04/2024
2024;4;5;11;2.2;05/04/2024
2024;4;5;12;2.79;05/04/2024
2024;4;5;13;3.33;05/04/2024
2024;4;5;14;3.7;05/04/2024
2024;4;5;15;3.96;05/04/2024
2024;4;5;16;4.1;05/04/2024
2024;4;5;17;4.04;05/04/2024
2024;4;5;18;3.93;05/04/2024
2024;4;5;19;3.63;05/04/2024
2024;4;5;20;3.29;05/04/2024
2024;4;5;21;2.99;05/04/2024
2024;4;5;22;2.67;05/04/2024
2024;4;5;23;2.62;05/04/2024
2024;4;6;0;2.71;06/04/2024
2024;4;6;1;2.89;06/04/2024
2024;4;6;2;3.06;06/04/2024
2024;4;6;3;3.15;06/04/2024
2024;4;6;4;2.91;06/04/2024
2024;4;6;5;2.24;06/04/2024
2024;4;6;6;1.76;06/04/2024
2024;4;6;7;1.7;06/04/2024
2024;4;6;8;1.95;06/04/2024
2024;4;6;9;2.48;06/04/2024
2024;4;6;10;3.19;06/04/2024
2024;4;6;11;3.93;06/04/2024
2024;4;6;12;4.53;06/04/2024
2024;4;6;13;4.93;06/04/2024
2024;4;6;14;5.06;06/04/2024
2024;4;6;15;5.03;06/04/2024
2024;4;6;16;4.74;06/04/2024
2024;4;6;17;4.29;06/04/2024
2024;4;6;18;4.06;06/04/2024
2024;4;6;19;3.81;06/04/2024
2024;4;6;20;3.6;06/04/2024
2024;4;6;21;3.49;06/04/2024
2024;4;6;22;3.37;06/04/2024
2024;4;6;23;3.0;06/04/2024
2024;4;7;0;2.65;07/04/2024
2024;4;7;1;2.53;07/04/2024
2024;4;7;2;2.29;07/04/2024
2024;4;7;3;1.94;07/04/2024
2024;4;7;4;1.56;07/04/2024
2024;4;7;5;1.37;07/04/2024
2024;4;7;6;1.19;07/04/2024
2024;4;7;7;1.03;07/04/2024
2024;4;7;8;1.29;07/04/2024
2024;4;7;9;1.92;07/04/2024
2024;4;7;10;2.66;07/04/2024
2024;4;7;11;3.2;07/04/2024
2024;4;7;12;3.38;07/04/2024
2024;4;7;13;3.46;07/04/2024
2024;4;7;14;3.46;07/04/2024
2024;4;7;15;3.43;07/04/2024
2024;4;7;16;3.34;07/04/2024
2024;4;7;17;3.25;07/04/2024
2024;4;7;18;3.04;07/04/2024
2024;4;7;19;2.65;07/04/2024
2024;4;7;20;2.24;07/04/2024
2024;4;7;21;2.06;07/04/2024
2024;4;7;22;2.05;07/04/2024
2024;4;7;23;2.28;07/04/2024
2024;4;8;0;2.55;08/04/2024
2024;4;8;1;2.76;08/04/2024
2024;4;8;2;2.98;08/04/2024
2024;4;8;3;3.34;08/04/2024
2024;4;8;4;3.62;08/04/2024
2024;4;8;5;3.45;08/04/2024
2024;4;8;6;2.95;08/04/2024
2024;4;8;7;2.66;08/04/2024
2024;4;8;8;2.43;08/04/2024
2024;4;8;9;1.65;08/04/2024
2024;4;8;10;1.56;08/04/2024
2024;4;8;11;2.44;08/04/2024
2024;4;8;12;3.43;08/04/2024
2024;4;8;13;4.12;08/04/2024
2024;4;8;14;4.44;08/04/2024
2024;4;8;15;4.56;08/04/2024
2024;4;8;16;4.46;08/04/2024
2024;4;8;17;4.21;08/04/2024
2024;4;8;18;3.89;08/04/2024
2024;4;8;19;3.41;08/04/2024
2024;4;8;20;2.92;08/04/2024
2024;4;8;21;2.52;08/04/2024
2024;4;8;22;2.05;08/04/2024
2024;4;8;23;1.63;08/04/2024
2024;4;9;0;1.46;09/04/2024
2024;4;9;1;1.54;09/04/2024
2024;4;9;2;1.73;09/04/2024
2024;4;9;3;1.9;09/04/2024
2024;4;9;4;2.02;09/04/2024
2024;4;9;5;2.4;09/04/2024
2024;4;9;6;2.73;09/04/2024
2024;4;9;7;2.51;09/04/2024
2024;4;9;8;1.77;09/04/2024
2024;4;9;9;1.31;09/04/2024
2024;4;9;10;1.39;09/04/2024
2024;4;9;11;1.57;09/04/2024
2024;4;9;12;1.79;09/04/2024
2024;4;9;13;1.96;09/04/2024
2024;4;9;14;1.91;09/04/2024
2024;4;9;15;1.73;09/04/2024
2024;4;9;16;1.6;09/04/2024
2024;4;9;17;1.26;09/04/2024
2024;4;9;18;0.9;09/04/2024
2024;4;9;19;0.58;09/04/2024
2024;4;9;20;0.43;09/04/2024
2024;4;9;21;0.61;09/04/2024
2024;4;9;22;1.09;09/04/2024
2024;4;9;23;1.41;09/04/2024
2024;4;10;0;1.56;10/04/2024
2024;4;10;1;1.86;10/04/2024
2024;4;10;2;2.36;10/04/2024
2024;4;10;3;2.81;10/04/2024
2024;4;10;4;3.03;10/04/2024
2024;4;10;5;2.93;10/04/2024
2024;4;10;6;2.65;10/04/2024
2024;4;10;7;2.02;10/04/2024
2024;4;10;8;0.8;10/04/2024
2024;4;10;9;0.56;10/04/2024
2024;4;10;10;1.83;10/04/2024
2024;4;10;11;2.68;10/04/2024
2024;4;10;12;3.09;10/04/2024
2024;4;10;13;3.25;10/04/2024
2024;4;10;14;3.33;10/04/2024
2024;4;10;15;3.39;10/04/2024
2024;4;10;16;3.37;10/04/2024
2024;4;10;17;3.26;10/04/2024
2024;4;10;18;3.16;10/04/2024
2024;4;10;19;2.95;10/04/2024
2024;4;10;20;2.76;10/04/2024
2024;4;10;21;2.67;10/04/2024
2024;4;10;22;2.52;10/04/2024
2024;4;10;23;2.27;10/04/2024
2024;4;11;0;1.98;11/04/2024
2024;4;11;1;1.69;11/04/2024
2024;4;11;2;1.45;11/04/2024
2024;4;11;3;1.29;11/04/2024
2024;4;11;4;1.15;11/04/2024
2024;4;11;5;0.9;11/04/2024
2024;4;11;6;0.72;11/04/2024
2024;4;11;7;0.37;11/04/2024
2024;4;11;8;0.31;11/04/2024
2024;4;11;9;0.95;11/04/2024
2024;4;11;10;1.59;11/04/2024
2024;4;11;11;2.12;11/04/2024
2024;4;11;12;2.52;11/04/2024
2024;4;11;13;2.91;11/04/2024
2024;4;11;14;3.23;11/04/2024
2024;4;11;15;3.3;11/04/2024
2024;4;11;16;3.25;11/04/2024
2024;4;11;17;3.26;11/04/2024
2024;4;11;18;3.29;11/04/2024
2024;4;11;19;3.17;11/04/2024
2024;4;11;20;2.86;11/04/2024
2024;4;11;21;2.58;11/04/2024
2024;4;11;22;2.38;11/04/2024
2024;4;11;23;2.3;11/04/2024
2024;4;12;0;2.41;12/04/2024
2024;4;12;1;2.75;12/04/2024
2024;4;12;2;3.06;12/04/2024
2024;4;12;3;3.18;12/04/2024
2024;4;12;4;3.13;12/04/2024
2024;4;12;5;3.06;12/04/2024
2024;4;12;6;2.89;12/04/2024
2024;4;12;7;2.59;12/04/2024
2024;4;12;8;2.13;12/04/2024
2024;4;12;9;1.61;12/04/2024
2024;4;12;10;1.46;12/04/2024
2024;4;12;11;1.35;12/04/2024
2024;4;12;12;1.2;12/04/2024
2024;4;12;13;1.2;12/04/2024
2024;4;12;14;1.35;12/04/2024
2024;4;12;15;1.55;12/04/2024
2024;4;12;16;1.75;12/04/2024
2024;4;12;17;1.78;12/04/2024
2024;4;12;18;1.96;12/04/2024
2024;4;12;19;2.05;12/04/2024
2024;4;12;20;2.05;12/04/2024
2024;4;12;21;2.02;12/04/2024
2024;4;12;22;1.84;12/04/2024
2024;4;12;23;1.52;12/04/2024
2024;4;13;0;1.05;13/04/2024
2024;4;13;1;0.61;13/04/2024
2024;4;13;2;0.48;13/04/2024
2024;4;13;3;0.81;13/04/2024
2024;4;13;4;1.59;13/04/2024
2024;4;13;5;2.31;13/04/2024
2024;4;13;6;2.65;13/04/2024
2024;4;13;7;2.6;13/04/2024
2024;4;13;8;2.29;13/04/2024
2024;4;13;9;1.92;13/04/2024
2024;4;13;10;1.77;13/04/2024
2024;4;13;11;1.68;13/04/2024
2024;4;13;12;1.7;13/04/2024
2024;4;13;13;2.15;13/04/2024
2024;4;13;14;2.79;13/04/2024
2024;4;13;15;3.31;13/04/2024
2024;4;13;16;3.33;13/04/2024
2024;4;13;17;3.04;13/04/2024
2024;4;13;18;3.07;13/04/2024
2024;4;13;19;3.15;13/04/2024
2024;4;13;20;3.28;13/04/2024
2024;4;13;21;3.61;13/04/2024
2024;4;13;22;3.94;13/04/2024
2024;4;13;23;4.0;13/04/2024
2024;4;14;0;3.87;14/04/2024
2024;4;14;1;3.79;14/04/2024
2024;4;14;2;3.66;14/04/2024
2024;4;14;3;3.4;14/04/2024
2024;4;14;4;2.88;14/04/2024
2024;4;14;5;2.33;14/04/2024
2024;4;14;6;1.96;14/04/2024
2024;4;14;7;1.72;14/04/2024
2024;4;14;8;1.8;14/04/2024
2024;4;14;9;1.79;14/04/2024
2024;4;14;10;1.4;14/04/2024
2024;4;14;11;0.69;14/04/2024
2024;4;14;12;0.76;14/04/2024
2024;4;14;13;1.56;14/04/2024
2024;4;14;14;2.28;14/04/2024
2024;4;14;15;2.68;14/04/2024
2024;4;14;16;2.83;14/04/2024
2024;4;14;17;2.93;14/04/2024
2024;4;14;18;3.01;14/04/2024
2024;4;14;19;3.04;14/04/2024
2024;4;14;20;2.96;14/04/2024
2024;4;14;21;2.85;14/04/2024
2024;4;14;22;2.7;14/04/2024
2024;4;14;23;2.38;14/04/2024
2024;4;15;0;2.02;15/04/2024
2024;4;15;1;2.09;15/04/2024
2024;4;15;2;2.37;15/04/2024
2024;4;15;3;2.4;15/04/2024
2024;4;15;4;2.3;15/04/2024
2024;4;15;5;2.38;15/04/2024
2024;4;15;6;2.59;15/04/2024
2024;4;15;7;2.75;15/04/2024
2024;4;15;8;2.68;15/04/2024
2024;4;15;9;2.93;15/04/2024
2024;4;15;10;3.63;15/04/2024
2024;4;15;11;3.65;15/04/2024
2024;4;15;12;3.4;15/04/2024
2024;4;15;13;3.25;15/04/2024
2024;4;15;14;3.2;15/04/2024
2024;4;15;15;3.32;15/04/2024
2024;4;15;16;3.23;15/04/2024
2024;4;15;17;2.86;15/04/2024
2024;4;15;18;2.63;15/04/2024
2024;4;15;19;2.53;15/04/2024
2024;4;15;20;2.57;15/04/2024
2024;4;15;21;2.64;15/04/2024
2024;4;15;22;2.65;15/04/2024
2024;4;15;23;2.57;15/04/2024
2024;4;16;0;2.23;16/04/2024
2024;4;16;1;1.59;16/04/2024
2024;4;16;2;1.29;16/04/2024
2024;4;16;3;1.71;16/04/2024
